	gc	code	CV	creation_dt	irrig_type	is_Perenial	irrigated
20	313731	0	0	0	0	0	0
21	313732	0	0	0	0	0	0
22	313733	0	0	0	0	0	0
23	313734	0	0	0	0	0	0
24	313735	0	0	0	0	0	0
25	313736	0	0	0	0	0	0
26	313737	0	0	0	0	0	0
27	313738	0	0	0	0	0	0
28	313739	0	0	0	0	0	0
29	313740	0	0	0	0	0	0
30	313741	0	0	0	0	0	0
31	313742	0	0	0	0	0	0
32	313743	1	0	0	0	0	0
33	0	204	0.01577	60	73	0	1
34	313744	6	0	0	0	0	0
35	0	218	0.053	265	0	0	0
36	0	701	0.0183	60	23	0	1
37	0	204	0.05237	60	23	0	1
38	0	1208	0.01215	60	0	0	0
39	0	1803	0.01485	60	23	0	1
40	0	1206	0.02607	60	0	0	0
41	313745	2	0	0	0	0	0
42	0	218	0.244	265	0	0	3
43	0	1208	0.1288	60	0	0	3
44	313746	2	0	0	0	0	0
45	0	218	0.134	265	0	0	3
46	0	1208	0.38301	60	0	0	3
47	314656	0	0	0	0	0	0
48	314657	1	0	0	0	0	0
49	0	1208	0.01056	60	0	0	0
50	314658	0	0	0	0	0	0
51	314659	0	0	0	0	0	0
52	314660	0	0	0	0	0	0
53	314661	0	0	0	0	0	0
54	314662	0	0	0	0	0	0
55	314663	0	0	0	0	0	0
56	314664	0	0	0	0	0	0
57	314665	0	0	0	0	0	0
58	314666	0	0	0	0	0	0
59	314667	0	0	0	0	0	0
60	314668	0	0	0	0	0	0
61	314669	0	0	0	0	0	0
62	314670	6	0	0	0	0	0
63	0	204	0.12177	60	73	0	1
64	0	1401	0.01302	1	43	1	1
65	0	1206	0.03976	60	23	0	1
66	0	1101	0.02571	60	73	0	1
67	0	901	0.04403	60	73	0	1
68	0	2001	0.04768	60	73	0	1
69	314671	10	0	0	0	0	0
70	0	218	0.094	265	73	0	3
71	0	701	0.17788	60	23	0	3
72	0	204	0.26916	60	23	0	3
73	0	1803	0.01381	60	23	0	3
74	0	1206	0.05875	60	23	0	3
75	0	210	0.016	60	73	0	3
76	0	1101	0.041	60	73	0	3
77	0	2001	0.03703	60	73	0	3
78	0	720	0.01372	60	23	0	3
79	0	723	0.01179	60	23	0	3
80	314672	11	0	0	0	0	0
81	0	218	0.028	265	23	0	3
82	0	701	0.15377	60	23	0	3
83	0	204	0.08477	60	23	0	3
84	0	1803	0.01744	60	23	0	3
85	0	1206	0.0581	60	23	0	3
86	0	703	0.01571	60	37	0	3
87	0	1101	0.0266	60	23	0	3
88	0	901	0.07791	60	73	0	3
89	0	2001	0.01898	60	73	0	3
90	0	1802	0.0377	60	73	0	3
91	0	720	0.01013	60	23	0	3
92	314673	12	0	0	0	0	0
93	0	218	0.017	265	23	0	3
94	0	701	0.0338	60	43	0	3
95	0	204	0.08354	60	23	0	3
96	0	1401	0.02568	1	43	1	3
97	0	1206	0.06493	60	23	0	3
98	0	1403	0.02457	1	43	1	3
99	0	210	0.027	60	23	0	3
100	0	1101	0.01731	60	73	0	3
101	0	901	0.18697	60	73	0	3
102	0	2001	0.14554	60	73	0	3
103	0	1802	0.01633	60	73	0	3
104	0	209	0.02269	60	23	0	3
105	314674	7	0	0	0	0	0
106	0	701	0.03551	60	43	0	3
107	0	204	0.02497	60	23	0	3
108	0	1401	0.03375	1	43	1	3
109	0	1206	0.07689	60	23	0	3
110	0	1403	0.09703	1	43	1	3
111	0	901	0.03953	60	61	0	3
112	0	2001	0.10934	60	43	0	3
113	315583	0	0	0	0	0	0
114	315584	0	0	0	0	0	0
115	315585	1	0	0	0	0	0
116	0	1208	0.02648	60	0	0	0
117	315586	1	0	0	0	0	0
118	0	1208	0.04417	60	0	0	0
119	315587	1	0	0	0	0	0
120	0	1208	0.04371	60	0	0	0
121	315588	1	0	0	0	0	0
122	0	1208	0.01226	60	0	0	0
123	315589	0	0	0	0	0	0
124	315590	2	0	0	0	0	0
125	0	1401	0.06648	1	61	1	1
126	0	1206	0.0468	60	23	0	1
127	315591	2	0	0	0	0	0
128	0	1401	0.01317	1	43	1	1
129	0	1206	0.02546	60	0	0	0
130	315592	0	0	0	0	0	0
131	315593	0	0	0	0	0	0
132	315594	3	0	0	0	0	0
133	0	1208	0.01208	60	0	0	0
134	0	1206	0.02725	60	0	0	0
135	0	2002	0.0192	1	61	1	1
136	315595	3	0	0	0	0	0
137	0	1208	0.01002	60	0	0	0
138	0	1206	0.03033	60	0	0	0
139	0	703	0.01043	60	37	0	1
140	315596	0	0	0	0	0	0
141	315597	5	0	0	0	0	0
142	0	701	0.05718	60	23	0	1
143	0	204	0.1419	60	73	0	1
144	0	1206	0.05796	60	23	0	1
145	0	1822	0.01992	60	61	0	1
146	0	1802	0.02258	60	73	0	1
147	315598	8	0	0	0	0	0
148	0	218	0.04	265	73	0	3
149	0	204	0.24301	60	73	0	3
150	0	1206	0.06311	60	23	0	3
151	0	703	0.01968	60	0	0	3
152	0	1822	0.01443	60	61	0	3
153	0	210	0.018	60	73	0	3
154	0	1101	0.02496	60	73	0	3
155	0	2001	0.02044	60	73	0	3
156	315599	9	0	0	0	0	0
157	0	701	0.02636	60	43	0	3
158	0	204	0.04642	60	73	0	3
159	0	1206	0.07269	60	23	0	3
160	0	1403	0.02474	1	43	1	3
161	0	210	0.026	60	43	0	3
162	0	2002	0.0263	1	61	1	3
163	0	206	0.0117	60	23	0	3
164	0	901	0.14933	60	61	0	3
165	0	2001	0.03343	60	73	0	3
166	315600	9	0	0	0	0	0
167	0	701	0.16987	60	23	0	3
168	0	204	0.05098	60	23	0	3
169	0	1208	0.01424	60	37	0	3
170	0	713	0.02205	60	43	0	3
171	0	1206	0.18481	60	23	0	3
172	0	1403	0.02394	1	43	1	3
173	0	2002	0.01167	1	61	1	3
174	0	901	0.04984	60	73	0	3
175	0	2001	0.07037	60	43	0	3
176	315601	8	0	0	0	0	0
177	0	701	0.09696	60	23	0	3
178	0	204	0.17176	60	23	0	3
179	0	1401	0.01361	1	43	1	3
180	0	1206	0.11111	60	23	0	3
181	0	1403	0.01454	1	43	1	3
182	0	901	0.08702	60	61	0	3
183	0	2001	0.12239	60	43	0	3
184	0	209	0.01226	60	43	0	3
185	315602	8	0	0	0	0	0
186	0	701	0.01659	60	43	0	2
187	0	204	0.06985	60	23	0	2
188	0	1401	0.09217	1	43	1	2
189	0	1206	0.11268	60	23	0	2
190	0	1403	0.05709	1	43	1	2
191	0	2002	0.04842	1	61	1	2
192	0	901	0.02159	60	61	0	2
193	0	2001	0.27953	60	43	0	2
194	316510	0	0	0	0	0	0
195	316511	0	0	0	0	0	0
196	316512	0	0	0	0	0	0
197	316513	0	0	0	0	0	0
198	316514	1	0	0	0	0	0
199	0	1208	0.02633	60	0	0	0
200	316515	0	0	0	0	0	0
201	316516	2	0	0	0	0	0
202	0	1206	0.12117	60	0	0	0
203	0	703	0.01276	60	37	0	1
204	316517	3	0	0	0	0	0
205	0	218	0.011	265	43	0	1
206	0	1206	0.08582	60	0	0	0
207	0	901	0.0129	60	61	0	1
208	316518	8	0	0	0	0	0
209	0	218	0.021	265	23	0	1
210	0	1401	0.05161	1	43	1	1
211	0	1206	0.40118	60	0	0	0
212	0	1207	0.01303	60	0	0	0
213	0	1101	0.11079	60	23	0	1
214	0	901	0.08702	60	61	0	1
215	0	1205	0.01484	60	43	0	1
216	0	1901	0.01127	60	23	0	1
217	316519	10	0	0	0	0	0
218	0	218	0.02	265	23	0	1
219	0	701	0.04758	60	43	0	1
220	0	204	0.03174	60	23	0	1
221	0	1401	0.01058	1	43	1	1
222	0	713	0.01651	60	43	0	1
223	0	1206	0.34602	60	0	0	0
224	0	703	0.01113	60	37	0	1
225	0	210	0.014	60	23	0	1
226	0	901	0.01793	60	61	0	1
227	0	1205	0.01827	60	43	0	1
228	316520	10	0	0	0	0	0
229	0	218	0.057	265	43	0	1
230	0	701	0.09274	60	43	0	1
231	0	204	0.03157	60	73	0	1
232	0	1401	0.01802	1	43	1	1
233	0	713	0.03636	60	43	0	1
234	0	1206	0.32605	60	23	0	1
235	0	703	0.01644	60	37	0	1
236	0	901	0.07436	60	61	0	1
237	0	1802	0.02008	60	73	0	1
238	0	720	0.01366	60	23	0	1
239	316521	10	0	0	0	0	0
240	0	218	0.06	265	73	0	1
241	0	701	0.06966	60	23	0	1
242	0	204	0.07179	60	73	0	1
243	0	1401	0.01287	1	43	1	1
244	0	1803	0.0136	60	23	0	1
245	0	1206	0.26689	60	23	0	1
246	0	210	0.026	60	73	0	1
247	0	1101	0.02897	60	73	0	1
248	0	901	0.2335	60	61	0	1
249	0	2001	0.01692	60	61	0	1
250	316522	12	0	0	0	0	0
251	0	218	0.14	265	73	0	1
252	0	701	0.0543	60	43	0	1
253	0	1827	0.01698	60	23	0	1
254	0	204	0.12938	60	73	0	1
255	0	1208	0.01209	60	37	0	1
256	0	1206	0.1555	60	23	0	1
257	0	703	0.01548	60	37	0	1
258	0	210	0.016	60	73	0	1
259	0	1101	0.15556	60	43	0	1
260	0	901	0.14534	60	61	0	1
261	0	1205	0.02151	60	23	0	1
262	0	723	0.0343	60	23	0	1
263	316523	13	0	0	0	0	0
264	0	218	0.097	265	0	0	0
265	0	701	0.0421	60	23	0	1
266	0	1827	0.03671	60	23	0	1
267	0	204	0.18677	60	23	0	1
268	0	713	0.01905	60	23	0	1
269	0	1206	0.12822	60	23	0	1
270	0	703	0.01127	60	37	0	1
271	0	210	0.06	60	0	0	0
272	0	1101	0.06654	60	73	0	1
273	0	901	0.09402	60	61	0	1
274	0	1205	0.01547	60	23	0	1
275	0	1802	0.03074	60	73	0	1
276	0	723	0.01087	60	23	0	1
277	316524	11	0	0	0	0	0
278	0	218	0.102	265	43	0	1
279	0	1827	0.03513	60	23	0	1
280	0	204	0.28535	60	73	0	1
281	0	713	0.02216	60	23	0	1
282	0	1206	0.08522	60	23	0	1
283	0	703	0.01315	60	37	0	1
284	0	1822	0.01094	60	61	0	1
285	0	210	0.019	60	43	0	1
286	0	1101	0.12955	60	73	0	1
287	0	901	0.03732	60	73	0	1
288	0	723	0.02241	60	23	0	1
289	316525	8	0	0	0	0	0
290	0	701	0.05545	60	43	0	2
291	0	204	0.19439	60	73	0	2
292	0	1206	0.08531	60	23	0	2
293	0	1822	0.01595	60	61	0	2
294	0	1101	0.04796	60	73	0	2
295	0	901	0.03431	60	61	0	2
296	0	2001	0.03221	60	73	0	2
297	0	1826	0.02129	60	61	0	2
298	316526	9	0	0	0	0	0
299	0	701	0.0868	60	23	0	2
300	0	204	0.14012	60	23	0	2
301	0	1208	0.01228	60	37	0	2
302	0	1401	0.03904	1	43	1	2
303	0	1206	0.17825	60	23	0	2
304	0	1403	0.03794	1	43	1	2
305	0	1205	0.01943	60	23	0	2
306	0	2001	0.05962	60	43	0	2
307	0	1409	0.01162	1	43	1	2
308	316527	15	0	0	0	0	0
309	0	701	0.05466	60	43	0	3
310	0	204	0.20467	60	73	0	3
311	0	1401	0.03634	1	43	1	3
312	0	713	0.01342	60	43	0	3
313	0	1206	0.13907	60	23	0	3
314	0	703	0.02054	60	37	0	3
315	0	1403	0.02001	1	43	1	3
316	0	210	0.023	60	23	0	3
317	0	1101	0.02495	60	43	0	3
318	0	2002	0.01919	1	61	1	3
319	0	2001	0.09052	60	43	0	3
320	0	1802	0.04946	60	73	0	3
321	0	209	0.02123	60	73	0	3
322	0	720	0.0541	60	23	0	3
323	0	723	0.0121	60	23	0	3
324	316528	10	0	0	0	0	0
325	0	701	0.0512	60	23	0	2
326	0	204	0.13144	60	23	0	2
327	0	1401	0.0108	1	43	1	2
328	0	1206	0.15988	60	23	0	2
329	0	1101	0.03623	60	43	0	2
330	0	2001	0.11158	60	43	0	2
331	0	1802	0.02906	60	73	0	2
332	0	1831	0.01941	60	23	0	2
333	0	720	0.01519	60	23	0	2
334	0	723	0.01885	60	23	0	2
335	316529	9	0	0	0	0	0
336	0	701	0.09534	60	43	0	2
337	0	204	0.14086	60	73	0	2
338	0	1401	0.07174	1	43	1	2
339	0	1206	0.1641	60	23	0	2
340	0	1101	0.02999	60	43	0	2
341	0	2002	0.05342	1	61	1	2
342	0	2001	0.17857	60	43	0	2
343	0	1802	0.05787	60	43	0	2
344	0	723	0.01491	60	23	0	2
345	316530	10	0	0	0	0	0
346	0	218	0.041	265	23	0	2
347	0	701	0.01444	60	43	0	2
348	0	204	0.01702	60	23	0	2
349	0	1401	0.10659	1	43	1	2
350	0	1206	0.22723	60	23	0	2
351	0	703	0.01031	60	37	0	2
352	0	2002	0.15652	1	61	1	2
353	0	2001	0.11586	60	43	0	2
354	0	1802	0.02684	60	73	0	2
355	0	720	0.02839	60	23	0	2
356	317440	0	0	0	0	0	0
357	317441	1	0	0	0	0	0
358	0	1208	0.01294	60	0	0	0
359	317442	1	0	0	0	0	0
360	0	1208	0.0166	60	0	0	0
361	317443	1	0	0	0	0	0
362	0	1206	0.08555	60	0	0	0
363	317444	3	0	0	0	0	0
364	0	701	0.01904	60	43	0	1
365	0	1206	0.15178	60	0	0	0
366	0	703	0.01455	60	37	0	1
367	317445	8	0	0	0	0	0
368	0	218	0.04	265	43	0	1
369	0	701	0.08865	60	43	0	1
370	0	722	0.01279	60	23	0	1
371	0	1206	0.4191	60	0	0	0
372	0	1207	0.01566	60	0	0	0
373	0	210	0.042	60	43	0	1
374	0	1101	0.1076	60	43	0	1
375	0	1901	0.09193	60	23	0	1
376	317446	8	0	0	0	0	0
377	0	218	0.063	265	23	0	1
378	0	701	0.04225	60	43	0	1
379	0	204	0.06766	60	23	0	1
380	0	1206	0.4204	60	0	0	0
381	0	703	0.03041	60	37	0	1
382	0	210	0.136	60	23	0	1
383	0	1101	0.01898	60	43	0	1
384	0	1205	0.01199	60	23	0	1
385	317447	10	0	0	0	0	0
386	0	218	0.105	265	43	0	1
387	0	701	0.14854	60	43	0	1
388	0	204	0.05587	60	73	0	1
389	0	1206	0.52247	60	23	0	1
390	0	210	0.057	60	43	0	1
391	0	1101	0.0334	60	43	0	1
392	0	901	0.07483	60	61	0	1
393	0	1205	0.02834	60	43	0	1
394	0	2001	0.01019	60	43	0	1
395	0	1802	0.01154	60	73	0	1
396	317448	13	0	0	0	0	0
397	0	218	0.048	265	43	0	1
398	0	701	0.08103	60	23	0	1
399	0	204	0.02182	60	23	0	1
400	0	1401	0.03675	1	43	1	1
401	0	1814	0.03146	60	23	0	1
402	0	1206	0.42456	60	23	0	1
403	0	210	0.027	60	43	0	1
404	0	1101	0.10408	60	43	0	1
405	0	901	0.29427	60	61	0	1
406	0	2001	0.05718	60	73	0	1
407	0	1802	0.01969	60	73	0	1
408	0	1831	0.01085	60	23	0	1
409	0	1826	0.01196	60	61	0	1
410	317449	11	0	0	0	0	0
411	0	218	0.028	265	43	0	1
412	0	701	0.03837	60	43	0	1
413	0	204	0.08066	60	23	0	1
414	0	1401	0.15742	1	43	1	1
415	0	1814	0.02397	60	23	0	1
416	0	1206	0.3202	60	23	0	1
417	0	703	0.02101	60	37	0	1
418	0	1101	0.02172	60	43	0	1
419	0	901	0.12465	60	61	0	1
420	0	1205	0.01765	60	43	0	1
421	0	2001	0.06352	60	73	0	1
422	317450	8	0	0	0	0	0
423	0	218	0.05	265	73	0	1
424	0	701	0.02494	60	23	0	1
425	0	204	0.14557	60	23	0	1
426	0	1401	0.05196	1	43	1	1
427	0	1206	0.15868	60	23	0	1
428	0	1101	0.01526	60	73	0	1
429	0	901	0.1456	60	61	0	1
430	0	2001	0.05324	60	73	0	1
431	317451	7	0	0	0	0	0
432	0	204	0.06333	60	73	0	2
433	0	1401	0.03991	1	43	1	2
434	0	1206	0.06465	60	23	0	2
435	0	703	0.01222	60	37	0	2
436	0	1101	0.05264	60	73	0	2
437	0	901	0.01593	60	61	0	2
438	0	2001	0.08351	60	73	0	2
439	317452	8	0	0	0	0	0
440	0	218	0.032	265	73	0	1
441	0	701	0.03567	60	43	0	1
442	0	204	0.03687	60	73	0	1
443	0	1401	0.08338	1	43	1	1
444	0	1206	0.20235	60	23	0	1
445	0	1403	0.03869	1	43	1	1
446	0	1101	0.02723	60	43	0	1
447	0	1409	0.02306	1	43	1	1
448	317453	11	0	0	0	0	0
449	0	701	0.03489	60	43	0	1
450	0	204	0.04879	60	23	0	1
451	0	1401	0.2357	1	43	1	2
452	0	1206	0.35745	60	23	0	1
453	0	703	0.01896	60	37	0	1
454	0	1403	0.09363	1	43	1	2
455	0	2002	0.01064	1	61	1	2
456	0	901	0.01338	60	61	0	1
457	0	2001	0.01514	60	43	0	2
458	0	1409	0.07431	1	43	1	2
459	0	207	0.01168	60	43	0	1
460	317454	13	0	0	0	0	0
461	0	701	0.03411	60	43	0	2
462	0	204	0.0753	60	23	0	2
463	0	1401	0.23612	1	43	1	2
464	0	1814	0.01183	60	73	0	2
465	0	1206	0.35154	60	23	0	2
466	0	1403	0.06127	1	43	1	2
467	0	2002	0.028	1	61	1	2
468	0	901	0.02117	60	73	0	2
469	0	2001	0.01993	60	43	0	2
470	0	1409	0.02518	1	43	1	2
471	0	209	0.01915	60	23	0	2
472	0	720	0.01156	60	23	0	2
473	0	1407	0.01889	1	43	1	2
474	317455	11	0	0	0	0	0
475	0	218	0.011	265	23	0	1
476	0	701	0.06774	60	23	0	1
477	0	204	0.07669	60	23	0	1
478	0	1208	0.01005	60	37	0	1
479	0	1401	0.27003	1	43	1	1
480	0	1206	0.26925	60	23	0	1
481	0	1403	0.02019	1	43	1	1
482	0	2001	0.01449	60	43	0	1
483	0	1409	0.0151	1	43	1	1
484	0	209	0.03724	60	23	0	1
485	0	720	0.02161	60	23	0	1
486	317456	8	0	0	0	0	0
487	0	204	0.03752	60	23	0	1
488	0	1401	0.26151	1	43	1	1
489	0	1206	0.26516	60	23	0	1
490	0	210	0.028	60	23	0	1
491	0	2001	0.0322	60	43	0	1
492	0	209	0.01507	60	23	0	1
493	0	720	0.07558	60	23	0	1
494	0	1407	0.01139	1	43	1	1
495	317457	6	0	0	0	0	0
496	0	218	0.012	265	23	0	1
497	0	701	0.0297	60	43	0	1
498	0	1208	0.04207	60	0	0	0
499	0	1401	0.0891	1	43	1	1
500	0	1206	0.11662	60	0	0	0
501	0	2002	0.02397	1	61	1	1
502	317458	1	0	0	0	0	0
503	0	1208	0.02863	60	0	0	0
504	318367	0	0	0	0	0	0
505	318368	0	0	0	0	0	0
506	318369	1	0	0	0	0	0
507	0	1208	0.01024	60	0	0	0
508	318370	1	0	0	0	0	0
509	0	1208	0.01211	60	0	0	0
510	318371	1	0	0	0	0	0
511	0	1206	0.01878	60	0	0	0
512	318372	1	0	0	0	0	0
513	0	1206	0.01812	60	0	0	0
514	318373	4	0	0	0	0	0
515	0	218	0.037	265	43	0	1
516	0	701	0.10943	60	43	0	1
517	0	1206	0.17365	60	0	0	0
518	0	210	0.017	60	43	0	1
519	318374	6	0	0	0	0	0
520	0	218	0.019	265	43	0	1
521	0	701	0.06342	60	43	0	1
522	0	1401	0.06931	1	43	1	1
523	0	1206	0.32394	60	0	0	0
524	0	210	0.037	60	43	0	1
525	0	1101	0.02242	60	43	0	1
526	318375	6	0	0	0	0	0
527	0	218	0.012	265	43	0	1
528	0	204	0.04343	60	23	0	1
529	0	1401	0.01555	1	43	1	1
530	0	1206	0.46374	60	0	0	0
531	0	901	0.02374	60	61	0	1
532	0	1205	0.02255	60	23	0	1
533	318376	12	0	0	0	0	0
534	0	218	0.017	265	43	0	1
535	0	701	0.02567	60	43	0	1
536	0	204	0.02083	60	73	0	1
537	0	1401	0.23647	1	43	1	1
538	0	1206	0.52334	60	23	0	1
539	0	1403	0.02232	1	43	1	1
540	0	210	0.011	60	43	0	1
541	0	1101	0.01244	60	43	0	1
542	0	901	0.12015	60	61	0	1
543	0	2001	0.05264	60	43	0	1
544	0	1409	0.0569	1	43	1	1
545	0	1407	0.04087	1	43	1	1
546	318377	8	0	0	0	0	0
547	0	701	0.02243	60	23	0	1
548	0	1401	0.46703	1	43	1	2
549	0	1814	0.01764	60	23	0	1
550	0	1206	0.33502	60	23	0	1
551	0	1403	0.02476	1	43	1	2
552	0	2001	0.01612	60	43	0	2
553	0	1409	0.02793	1	43	1	2
554	0	1407	0.02368	1	43	1	2
555	318378	5	0	0	0	0	0
556	0	1401	0.05198	1	43	1	1
557	0	1206	0.14287	60	23	0	1
558	0	703	0.01336	60	37	0	1
559	0	1403	0.04413	1	43	1	1
560	0	1409	0.06031	1	43	1	1
561	318379	5	0	0	0	0	0
562	0	1401	0.27873	1	43	1	1
563	0	1206	0.31245	60	23	0	1
564	0	1403	0.07456	1	43	1	1
565	0	1409	0.17093	1	43	1	1
566	0	1407	0.01897	1	43	1	1
567	318380	6	0	0	0	0	0
568	0	1208	0.01494	60	37	0	1
569	0	1401	0.12692	1	43	1	2
570	0	1206	0.17984	60	23	0	1
571	0	1403	0.05186	1	43	1	2
572	0	2002	0.04785	1	61	1	2
573	0	1409	0.03371	1	43	1	2
574	318381	6	0	0	0	0	0
575	0	218	0.012	265	43	0	1
576	0	1401	0.07824	1	43	1	1
577	0	1206	0.08699	60	23	0	1
578	0	1403	0.01822	1	61	1	1
579	0	2002	0.05391	1	61	1	1
580	0	1409	0.01608	1	43	1	1
581	318382	1	0	0	0	0	0
582	0	701	0.0143	60	43	0	1
583	318383	2	0	0	0	0	0
584	0	1208	0.0312	60	37	0	1
585	0	1401	0.0375	1	43	1	1
586	318384	1	0	0	0	0	0
587	0	1208	0.04164	60	0	0	0
588	318385	1	0	0	0	0	0
589	0	1208	0.02904	60	0	0	0
590	318386	1	0	0	0	0	0
591	0	1208	0.01541	60	0	0	0
592	319294	0	0	0	0	0	0
593	319295	0	0	0	0	0	0
594	319296	0	0	0	0	0	0
595	319297	0	0	0	0	0	0
596	319298	1	0	0	0	0	0
597	0	1206	0.01655	60	0	0	0
598	319299	2	0	0	0	0	0
599	0	1401	0.02608	1	43	1	1
600	0	1206	0.10981	60	0	0	0
601	319300	3	0	0	0	0	0
602	0	701	0.04419	60	43	0	1
603	0	1401	0.04628	1	43	1	1
604	0	1206	0.10087	60	0	0	0
605	319301	4	0	0	0	0	0
606	0	1401	0.17518	1	43	1	1
607	0	1206	0.29811	60	0	0	0
608	0	703	0.02534	60	37	0	1
609	0	708	0.01014	60	43	0	1
610	319302	4	0	0	0	0	0
611	0	1401	0.10506	1	43	1	1
612	0	713	0.01922	60	43	0	1
613	0	1206	0.30434	60	0	0	0
614	0	703	0.01551	60	37	0	1
615	319303	5	0	0	0	0	0
616	0	1401	0.01617	1	43	1	1
617	0	1206	0.17837	60	0	0	0
618	0	703	0.01242	60	37	0	1
619	0	1403	0.01225	1	43	1	1
620	0	1409	0.01877	1	43	1	1
621	319304	3	0	0	0	0	0
622	0	1401	0.08713	1	43	1	1
623	0	1206	0.14592	60	0	0	0
624	0	1403	0.02443	1	43	1	1
625	319305	6	0	0	0	0	0
626	0	1401	0.04344	1	43	1	2
627	0	1206	0.19479	60	0	0	0
628	0	1403	0.04255	1	43	1	2
629	0	901	0.01188	60	61	0	1
630	0	1409	0.01947	1	43	1	2
631	0	1407	0.05632	1	43	1	2
632	319306	6	0	0	0	0	0
633	0	701	0.01724	60	43	0	1
634	0	1401	0.07339	1	43	1	2
635	0	1206	0.14303	60	23	0	1
636	0	703	0.01148	60	37	0	1
637	0	1403	0.01867	1	43	1	2
638	0	901	0.23649	60	61	0	1
639	319307	7	0	0	0	0	0
640	0	701	0.01467	60	43	0	2
641	0	1401	0.1584	1	43	1	2
642	0	1206	0.15584	60	23	0	2
643	0	703	0.0325	60	37	0	2
644	0	1403	0.022	1	43	1	2
645	0	2002	0.01054	1	61	1	2
646	0	901	0.23261	60	61	0	2
647	319308	7	0	0	0	0	0
648	0	218	0.039	265	0	0	0
649	0	701	0.01777	60	43	0	1
650	0	1208	0.02013	60	37	0	1
651	0	1401	0.14675	1	43	1	1
652	0	713	0.07441	60	23	0	1
653	0	1206	0.1028	60	23	0	1
654	0	901	0.06136	60	61	0	1
655	319309	7	0	0	0	0	0
656	0	218	0.078	265	43	0	1
657	0	701	0.11206	60	23	0	1
658	0	1208	0.02426	60	37	0	1
659	0	1206	0.0427	60	23	0	1
660	0	703	0.01066	60	37	0	1
661	0	901	0.04559	60	61	0	1
662	0	207	0.01183	60	0	0	0
663	319310	4	0	0	0	0	0
664	0	218	0.014	265	43	0	1
665	0	701	0.01548	60	43	0	1
666	0	1208	0.02032	60	37	0	1
667	0	1401	0.01738	1	61	1	1
668	319311	4	0	0	0	0	0
669	0	218	0.061	265	0	0	0
670	0	1208	0.02108	60	0	0	0
671	0	1401	0.05944	1	43	1	1
672	0	1207	0.0318	60	0	0	0
673	319312	2	0	0	0	0	0
674	0	218	0.122	265	0	0	0
675	0	1208	0.05882	60	0	0	0
676	319313	1	0	0	0	0	0
677	0	1208	0.08118	60	0	0	0
678	319314	1	0	0	0	0	0
679	0	1208	0.09707	60	0	0	0
680	320227	0	0	0	0	0	0
681	320228	2	0	0	0	0	0
682	0	1401	0.10342	1	43	1	1
683	0	1206	0.02776	60	23	0	1
684	320229	2	0	0	0	0	0
685	0	1401	0.19315	1	43	1	1
686	0	1206	0.18208	60	23	0	1
687	320230	3	0	0	0	0	0
688	0	1401	0.14648	1	43	1	1
689	0	1206	0.24256	60	0	0	0
690	0	1409	0.02896	1	43	1	1
691	320231	5	0	0	0	0	0
692	0	701	0.05919	60	23	0	1
693	0	1401	0.08755	1	43	1	1
694	0	1206	0.19187	60	23	0	1
695	0	1403	0.01457	1	43	1	1
696	0	1409	0.0333	1	43	1	1
697	320232	1	0	0	0	0	0
698	0	1206	0.04838	60	0	0	0
699	320233	2	0	0	0	0	0
700	0	1206	0.10755	60	0	0	2
701	0	901	0.02248	60	61	0	2
702	320234	5	0	0	0	0	0
703	0	1401	0.09318	1	43	1	2
704	0	713	0.01229	60	23	0	2
705	0	1206	0.19337	60	23	0	2
706	0	901	0.16596	60	61	0	2
707	0	1409	0.0207	1	43	1	2
708	320235	3	0	0	0	0	0
709	0	1401	0.07987	1	43	1	1
710	0	1206	0.07616	60	23	0	1
711	0	901	0.04712	60	61	0	1
712	320236	0	0	0	0	0	0
713	320237	0	0	0	0	0	0
714	320238	1	0	0	0	0	0
715	0	1208	0.01064	60	0	0	0
716	320240	1	0	0	0	0	0
717	0	1208	0.01272	60	0	0	0
718	320241	1	0	0	0	0	0
719	0	1208	0.01121	60	0	0	0
720	320242	1	0	0	0	0	0
721	0	1208	0.02589	60	0	0	0
722	313755	4	0	0	0	0	0
723	0	218	0.493	265	0	0	0
724	0	701	0.01058	60	43	0	1
725	0	1208	0.07114	60	0	0	0
726	0	1206	0.02047	60	0	0	0
727	313756	4	0	0	0	0	0
728	0	218	0.34	265	0	0	0
729	0	701	0.02592	60	23	0	1
730	0	1208	0.18323	60	0	0	0
731	0	1206	0.02571	60	0	0	0
732	314675	8	0	0	0	0	0
733	0	218	0.032	265	43	0	2
734	0	701	0.03094	60	23	0	2
735	0	1208	0.02489	60	37	0	2
736	0	1401	0.04067	1	43	1	2
737	0	1206	0.20666	60	23	0	2
738	0	703	0.0375	60	37	0	2
739	0	901	0.02911	60	73	0	2
740	0	2001	0.08045	60	43	0	2
741	314676	7	0	0	0	0	0
742	0	701	0.01577	60	43	0	1
743	0	1208	0.01778	60	0	0	0
744	0	1401	0.01458	1	43	1	2
745	0	1206	0.13943	60	0	0	0
746	0	703	0.01115	60	37	0	1
747	0	1205	0.01576	60	43	0	1
748	0	2001	0.05626	60	43	0	2
749	314677	9	0	0	0	0	0
750	0	218	0.162	265	0	0	2
751	0	701	0.01299	60	43	0	2
752	0	1208	0.02077	60	0	0	2
753	0	1401	0.03008	1	43	1	2
754	0	1206	0.10051	60	0	0	2
755	0	703	0.01149	60	37	0	2
