YEAR	PERIOD	GCM	RCP	PREC	Tavg	CO2	Proration	Corn	SpringWheat	WinterWheat	Alfalfa	1101	Apple	1403	1409	Potatoes	GrapeJuice	Grape
2082	2060-2090	GFDL-ESM2G	RCP_8.5	1032.991019	12.0540501	775.17446	0.612131148	6.781352821	3.148051667	6.096488947	15.33784889	23.80049208	5.461644432	4.474284878	7.852538333	5.725738	5.311428571	3.75
2083	2060-2090	GFDL-ESM2G	RCP_8.5	610.9817752	12.03600538	783.75141	0.361693989	5.423079744	2.99491875	5.007512895	11.60251403	15.771455	2.752357841	1.732974878	3.91506625	2.80536	4.022857143	2.722222222
2084	2060-2090	GFDL-ESM2G	RCP_8.5	642.9340861	11.58975967	792.36578	0.703497268	7.015605641	3.156372917	6.418270526	17.97562222	28.34465208	6.991329205	5.082042683	10.19822167	7.410287	5.448188	3.75
2085	2060-2090	GFDL-ESM2G	RCP_8.5	769.6418592	11.41125429	801.0188	0.700163934	7.015605641	3.156372917	6.418270526	17.97562222	28.34465208	6.991329205	5.082042683	10.19822167	7.410287	5.448188	3.75
2086	2060-2090	GFDL-ESM2G	RCP_8.5	722.182563	11.77724954	809.71464	0.287814208	4.686339231	2.8909375	4.657497105	11.67905028	14.09506833	2.630010682	1.565830488	3.7838925	2.540591	4.132857143	2.597222222
2087	2060-2090	GFDL-ESM2G	RCP_8.5	1006.063498	12.05584575	818.42214	0.698415301	6.934359744	3.15286625	6.314076316	16.5623525	26.14609958	6.309715227	4.81235122	9.099143333	6.534101	5.405714286	3.75
2088	2060-2090	GFDL-ESM2G	RCP_8.5	559.597584	12.36081841	827.15719	0.403770492	5.747611795	3.0467	5.148796316	11.99763847	16.99657917	2.870527841	1.930513659	4.08544125	3.255117	4.18	2.777777778
2089	2060-2090	GFDL-ESM2G	RCP_8.5	456.5367122	12.36162881	835.95594	0.698852459	6.934359744	3.15286625	6.314076316	16.5623525	26.14609958	6.309715227	4.81235122	9.099143333	6.534101	5.405714286	3.75
2030	2030-2060	HadGEM2-CC365	RCP_4.5	949.4547794	9.074749683	435.04594	0.963005464	9.271211795	3.764384167	7.664159737	24.21731486	40.05455625	7.947619205	5.231707317	11.76	12.983005	5.250966857	3.53328963
2031	2030-2060	HadGEM2-CC365	RCP_4.5	840.1438025	9.270052694	437.58886	0.87704918	9.258290769	3.758613333	7.658298947	19.02936778	33.74628292	7.9388925	5.231707317	11.74912417	12.086665	5.324189714	3.75
2032	2030-2060	HadGEM2-CC365	RCP_4.5	721.5432773	8.985705963	440.13137	1	9.277007692	3.767265	7.667047895	24.65596833	40.29811833	7.947665682	5.231707317	11.76	13.086632	5.279829714	3.53053963
2033	2030-2060	HadGEM2-CC365	RCP_4.5	729.5174895	9.204581098	442.66419	1	9.277007692	3.767265	7.667047895	24.65596833	40.29811833	7.947665682	5.231707317	11.76	13.086632	5.279829714	3.53053963
2034	2030-2060	HadGEM2-CC365	RCP_4.5	524.5573529	9.284515771	445.20699	0.692349727	8.850482051	3.7464925	7.613369474	12.23948569	23.77499792	6.526554432	5.026102439	9.173435833	7.737937	5.044285714	3.75
2035	2030-2060	HadGEM2-CC365	RCP_4.5	518.0056197	8.648908052	447.76978	0.747650273	9.079258205	3.749880833	7.641812895	13.27475903	26.29437833	7.153828523	5.199999024	10.20992708	8.847555	5.185714286	3.736111111
2036	2030-2060	HadGEM2-CC365	RCP_4.5	570.3709559	9.591149206	450.35539	0.7	9.079258205	3.749880833	7.641812895	13.27475903	26.29437833	7.153828523	5.199999024	10.20992708	8.847555	5.185714286	3.736111111
2037	2030-2060	HadGEM2-CC365	RCP_4.5	865.327521	10.96890989	452.96337	0.699617486	8.850482051	3.7464925	7.613369474	12.23948569	23.77499792	6.526554432	5.026102439	9.173435833	7.737937	5.044285714	3.75
2038	2030-2060	HadGEM2-CC365	RCP_4.5	592.706145	10.65515103	455.58649	0.05	4.314468205	3.221727917	5.141969474	8.350114028	13.79239458	3.156711818	1.369888537	4.556227083	2.982525	3.019510857	2.896705556
2039	2030-2060	HadGEM2-CC365	RCP_4.5	882.8504727	10.6562245	458.2152	0.7	9.079258205	3.749880833	7.641812895	13.27475903	26.29437833	7.153828523	5.199999024	10.20992708	8.847555	5.185714286	3.736111111
2040	2030-2060	HadGEM2-CC365	RCP_4.5	963.1851366	10.21456497	460.84499	0.866174863	9.102624615	3.756489167	7.616887105	18.63806125	33.62504542	7.862708295	5.231707317	11.71131	11.90873	5.300851714	3.75
2041	2030-2060	HadGEM2-CC365	RCP_4.5	773.3240546	9.556162887	463.47549	0.7	8.90019641	3.747425417	7.568845	13.25554806	26.08445333	6.838535341	5.142009268	9.68882375	8.680225	5.060184857	3.722222222
2042	2030-2060	HadGEM2-CC365	RCP_4.5	735.0342437	9.416713796	466.09336	1	9.123180256	3.765481667	7.624772105	23.93536611	39.64959542	7.882690568	5.231707317	11.75356333	12.98334	5.313745143	3.532572963
2043	2030-2060	HadGEM2-CC365	RCP_4.5	569.3033613	9.129482387	468.67807	1	9.123180256	3.765481667	7.624772105	23.93536611	39.64959542	7.882690568	5.231707317	11.75356333	12.98334	5.313745143	3.532572963
2044	2030-2060	HadGEM2-CC365	RCP_4.5	677.3108718	9.511467489	471.23389	0.720218579	8.90019641	3.747425417	7.568845	13.25554806	26.08445333	6.838535341	5.142009268	9.68882375	8.680225	5.060184857	3.722222222
2045	2030-2060	HadGEM2-CC365	RCP_4.5	739.5085609	9.989382756	473.78031	0.739617486	8.90019641	3.747425417	7.568845	13.25554806	26.08445333	6.838535341	5.142009268	9.68882375	8.680225	5.060184857	3.722222222
2046	2030-2060	HadGEM2-CC365	RCP_4.5	852.2705357	9.069099948	476.32819	0.7	8.90019641	3.747425417	7.568845	13.25554806	26.08445333	6.838535341	5.142009268	9.68882375	8.680225	5.060184857	3.722222222
2047	2030-2060	HadGEM2-CC365	RCP_4.5	799.9463235	9.917407074	478.88085	0.707322404	8.90019641	3.747425417	7.568845	13.25554806	26.08445333	6.838535341	5.142009268	9.68882375	8.680225	5.060184857	3.722222222
2048	2030-2060	HadGEM2-CC365	RCP_4.5	711.8408613	10.25676976	481.43826	0.705136612	8.90019641	3.747425417	7.568845	13.25554806	26.08445333	6.838535341	5.142009268	9.68882375	8.680225	5.060184857	3.722222222
2049	2030-2060	HadGEM2-CC365	RCP_4.5	478.4831408	10.78146852	483.99308	0.818797814	9.086590513	3.75346875	7.613522895	16.13879306	31.27316	7.744114091	5.231707317	11.46851667	10.965689	5.265220286	3.75
2050	2030-2060	HadGEM2-CC365	RCP_4.5	879.8014706	10.64064979	486.53532	0.828196721	9.168435385	3.652003333	7.492065263	16.41050667	30.35916375	7.728930795	5.231707317	11.36029292	11.267723	5.273990571	3.75
2051	2030-2060	HadGEM2-CC365	RCP_4.5	597.3931723	9.845182773	489.06035	0.642786885	8.376014872	3.6369475	6.724276579	11.18573653	20.31096125	5.588841932	4.562965366	7.947714167	6.92924	4.792857143	3.666666667
2052	2030-2060	HadGEM2-CC365	RCP_4.5	590.4957458	10.29278591	491.53558	1	9.202612564	3.663264167	7.503706579	24.70706986	39.32358625	7.917486818	5.231707317	11.74824792	13.215019	5.21766	3.437962222
2053	2030-2060	HadGEM2-CC365	RCP_4.5	707.0935399	10.42585694	493.93186	0.713005464	8.983882564	3.64621	7.359587895	13.21347861	25.06963708	6.933520568	5.124490488	9.95346875	9.000897	5.091537143	3.75
2054	2030-2060	HadGEM2-CC365	RCP_4.5	557.4418592	10.52418954	496.24365	0.712295082	8.983882564	3.64621	7.359587895	13.21347861	25.06963708	6.933520568	5.124490488	9.95346875	9.000897	5.091537143	3.75
2055	2030-2060	HadGEM2-CC365	RCP_4.5	628.7213761	10.93934399	498.47436	0.825737705	9.168435385	3.652003333	7.492065263	16.41050667	30.35916375	7.728930795	5.231707317	11.36029292	11.267723	5.273990571	3.75
2056	2030-2060	HadGEM2-CC365	RCP_4.5	786.3552521	10.76290125	500.64502	0.70726776	8.983882564	3.64621	7.359587895	13.21347861	25.06963708	6.933520568	5.124490488	9.95346875	9.000897	5.091537143	3.75
2057	2030-2060	HadGEM2-CC365	RCP_4.5	619.2036239	11.42164683	502.76788	0.401803279	6.505820513	3.460884583	5.479158947	8.987407639	14.74623375	3.120569205	1.831712439	4.524467083	3.789992	3.837179714	3.174791111
2058	2030-2060	HadGEM2-CC365	RCP_4.5	720.3845588	10.95402556	504.84729	0.353934426	5.989763846	3.390672083	5.249656842	8.79747125	13.99851625	3.015627159	1.621273415	4.303695417	3.270428	3.569202	3.271721852
2059	2030-2060	HadGEM2-CC365	RCP_4.5	958.7673845	10.67506141	506.88408	0.700273224	8.983882564	3.64621	7.359587895	13.21347861	25.06963708	6.933520568	5.124490488	9.95346875	9.000897	5.091537143	3.75
2060	2060-2090	HadGEM2-CC365	RCP_4.5	614.3588235	10.74469406	508.87135	0.350546448	5.638077949	3.342479583	5.651110789	9.658597222	15.82040917	2.821864886	1.55688439	3.97017125	2.950308	3.535714286	3.146346667
2061	2060-2090	HadGEM2-CC365	RCP_4.5	803.4976891	11.82271797	510.79905	0.713333333	8.544792821	3.59264	7.46169	14.04138653	26.68077042	6.877605227	5.168474146	9.82893625	8.432172	5.201499429	3.736111111
2062	2060-2090	HadGEM2-CC365	RCP_4.5	720.7627626	11.44915687	512.64717	0.743879781	8.544792821	3.59264	7.46169	14.04138653	26.68077042	6.877605227	5.168474146	9.82893625	8.432172	5.201499429	3.736111111
2063	2060-2090	HadGEM2-CC365	RCP_4.5	522.9153887	10.84690256	514.40151	0.648415301	7.939218974	3.58373875	7.03651	11.93104597	22.02788292	5.382465114	4.542585854	7.504393333	6.407394	4.777142857	3.708333333
2064	2060-2090	HadGEM2-CC365	RCP_4.5	535.0298319	11.04419786	516.06461	0.709617486	8.544792821	3.59264	7.46169	14.04138653	26.68077042	6.877605227	5.168474146	9.82893625	8.432172	5.201499429	3.736111111
2065	2060-2090	HadGEM2-CC365	RCP_4.5	644.7673845	11.4727633	517.62854	0.697814208	8.297784103	3.58930125	7.294305263	12.87740847	24.16065708	6.190912386	4.934536585	8.73303375	7.363658	5.012857143	3.722222222
2066	2060-2090	HadGEM2-CC365	RCP_4.5	512.2695903	11.84112605	519.09606	0.143169399	3.963280769	2.998629167	4.853297368	9.359131528	14.93168792	2.653612159	1.29695561	3.787104167	2.731864	3.229129429	2.7574
2067	2060-2090	HadGEM2-CC365	RCP_4.5	796.0320378	12.48455926	520.48828	0.100710383	3.963280769	2.998629167	4.853297368	9.359131528	14.93168792	2.653612159	1.29695561	3.787104167	2.731864	3.229129429	2.7574
2068	2060-2090	HadGEM2-CC365	RCP_4.5	556.9654412	11.24834542	521.81772	0.514153005	7.087378205	3.539474583	6.442225	10.55307278	18.4146375	3.494970568	2.866735854	5.074669167	4.775266	4.148571429	3.26320037
2069	2060-2090	HadGEM2-CC365	RCP_4.5	651.0067752	11.5586691	523.08871	0.699836066	8.297784103	3.58930125	7.294305263	12.87740847	24.16065708	6.190912386	4.934536585	8.73303375	7.363658	5.012857143	3.722222222
2070	2060-2090	HadGEM2-CC365	RCP_4.5	491.3993172	11.542905	524.30217	0.698961749	8.001441538	3.717237917	7.240636316	11.82730306	23.70636208	6.380941477	4.837765122	9.086550833	7.383241	5.185714286	3.736111111
2071	2060-2090	HadGEM2-CC365	RCP_4.5	702.3206408	11.44347465	525.45089	0.05	3.876659744	3.0812375	4.617358158	8.239265694	13.93466708	2.668964432	1.007695122	3.81337125	2.824162	2.774820286	2.593962963
2072	2060-2090	HadGEM2-CC365	RCP_4.5	518.5845588	10.82942221	526.50901	0.699781421	8.001441538	3.717237917	7.240636316	11.82730306	23.70636208	6.380941477	4.837765122	9.086550833	7.383241	5.185714286	3.736111111
2073	2060-2090	HadGEM2-CC365	RCP_4.5	702.7125525	11.86844837	527.45707	0.05	3.876659744	3.0812375	4.617358158	8.239265694	13.93466708	2.668964432	1.007695122	3.81337125	2.824162	2.774820286	2.593962963
2074	2060-2090	HadGEM2-CC365	RCP_4.5	879.411187	11.09038667	528.29593	0.67852459	8.001441538	3.717237917	7.240636316	11.82730306	23.70636208	6.380941477	4.837765122	9.086550833	7.383241	5.185714286	3.736111111
2075	2060-2090	HadGEM2-CC365	RCP_4.5	728.8800945	10.75817877	529.02718	0.389180328	5.475668718	3.46249125	5.345385526	8.750512917	14.42693375	2.810894659	1.298163415	3.985827917	3.08381	3.585388	2.968737037
2076	2060-2090	HadGEM2-CC365	RCP_4.5	747.2058298	11.33213192	529.64253	0.219125683	4.242017179	3.21199	4.765717895	8.90184625	13.863965	2.698894659	1.068298537	3.851954167	2.876886	3.034141143	2.760273704
2077	2060-2090	HadGEM2-CC365	RCP_4.5	724.6090336	10.73950325	530.14419	0.724808743	8.247677436	3.7204925	7.349548947	12.94528806	26.12086958	7.017905568	5.111515122	10.15092292	8.414416	5.358571429	3.75
2078	2060-2090	HadGEM2-CC365	RCP_4.5	751.0805147	10.35430131	530.55341	0.860874317	8.470826923	3.729334167	7.414200263	18.49853833	33.52547167	7.8962775	5.231707317	11.7413	11.433726	5.413450286	3.75
2079	2060-2090	HadGEM2-CC365	RCP_4.5	549.5317752	10.50292633	530.88313	0.741912568	8.247677436	3.7204925	7.349548947	12.94528806	26.12086958	7.017905568	5.111515122	10.15092292	8.414416	5.358571429	3.75
2080	2060-2090	HadGEM2-CC365	RCP_4.5	782.8908088	11.50112843	531.13797	0.699617486	8.059324359	3.613129167	7.294447105	12.18989875	23.144595	6.236461818	4.950600732	8.741560417	7.079965	5.311428571	3.722222222
2081	2060-2090	HadGEM2-CC365	RCP_4.5	755.9258929	11.92703341	531.31935	0.740491803	8.264205641	3.615891667	7.418005789	13.23392208	25.545035	6.957073295	5.153013171	9.8849675	8.111929	5.327156286	3.75
2082	2060-2090	HadGEM2-CC365	RCP_4.5	697.9010504	11.69312349	531.48991	0.464699454	6.542194872	3.519135	5.859464737	9.544104444	16.46299792	3.117313295	2.116108293	4.6054675	4.00867	4.151338	3.152144444
2083	2060-2090	HadGEM2-CC365	RCP_4.5	819.8868697	10.73747206	531.70213	0.7	8.264205641	3.615891667	7.418005789	13.23392208	25.545035	6.957073295	5.153013171	9.8849675	8.111929	5.327156286	3.75
2084	2060-2090	HadGEM2-CC365	RCP_4.5	872.3621324	10.68395931	531.94208	0.700928962	8.264205641	3.615891667	7.418005789	13.23392208	25.545035	6.957073295	5.153013171	9.8849675	8.111929	5.327156286	3.75
2085	2060-2090	HadGEM2-CC365	RCP_4.5	759.7027311	11.66223282	532.20472	0.704153005	8.264205641	3.615891667	7.418005789	13.23392208	25.545035	6.957073295	5.153013171	9.8849675	8.111929	5.327156286	3.75
2086	2060-2090	HadGEM2-CC365	RCP_4.5	879.0762605	11.76961491	532.48672	0.742568306	8.264205641	3.615891667	7.418005789	13.23392208	25.545035	6.957073295	5.153013171	9.8849675	8.111929	5.327156286	3.75
2087	2060-2090	HadGEM2-CC365	RCP_4.5	889.4650735	11.20825843	532.77553	0.7	8.264205641	3.615891667	7.418005789	13.23392208	25.545035	6.957073295	5.153013171	9.8849675	8.111929	5.327156286	3.75
2088	2060-2090	HadGEM2-CC365	RCP_4.5	637.5122374	11.78397013	533.06978	0.964098361	8.468989744	3.630709583	7.453331579	23.53857222	37.81391375	7.8936725	5.231707317	11.70265458	12.026794	5.330320286	3.44724037
2089	2060-2090	HadGEM2-CC365	RCP_4.5	461.7403887	12.22061673	533.38792	0.697978142	8.059324359	3.613129167	7.294447105	12.18989875	23.144595	6.236461818	4.950600732	8.741560417	7.079965	5.311428571	3.722222222
2030	2030-2060	HadGEM2-CC365	RCP_8.5	535.3285714	8.753183953	448.83485	0.71978142	7.451443077	3.292162083	7.902329474	15.96391667	27.34913833	7.07763875	5.205176341	10.11737083	8.541272	4.805717143	3.736111111
2031	2030-2060	HadGEM2-CC365	RCP_8.5	803.3162815	9.586427104	452.47359	1	7.525144872	3.314880833	7.950045263	29.08084917	38.7171325	7.904606932	5.231707317	11.65306208	12.230036	5.299430857	3.462898889
2032	2030-2060	HadGEM2-CC365	RCP_8.5	522.0554622	9.114894987	456.177	0.85502732	7.500280256	3.304134167	7.938601842	22.71997639	34.49511792	7.882145909	5.231707317	11.62029792	11.420952	5.322329429	3.75
2033	2030-2060	HadGEM2-CC365	RCP_8.5	696.3688025	9.801347502	459.96398	0.69879781	7.409586923	3.28819375	7.800597105	14.81213056	25.15332083	6.426579091	5.043510244	9.064045	7.506954	4.689114857	3.736111111
2034	2030-2060	HadGEM2-CC365	RCP_8.5	717.583666	10.19205042	463.85181	0.9	7.509301026	3.308126667	7.943378158	24.69053778	36.72431083	7.901220568	5.231707317	11.64616667	12.002478	5.40464	3.75
2035	2030-2060	HadGEM2-CC365	RCP_8.5	594.927416	10.60658003	467.85003	0.57081967	7.152670513	3.280315	7.139598421	13.05233722	22.26976375	4.585508295	3.961318293	6.70611125	5.813154	4.447142857	3.430555556
2036	2030-2060	HadGEM2-CC365	RCP_8.5	781.3532038	10.16330469	471.96047	0.70846995	7.451443077	3.292162083	7.902329474	15.96391667	27.34913833	7.07763875	5.205176341	10.11737083	8.541272	4.805717143	3.736111111
2037	2030-2060	HadGEM2-CC365	RCP_8.5	609.5416492	10.93495007	476.18237	0.69879781	7.409586923	3.28819375	7.800597105	14.81213056	25.15332083	6.426579091	5.043510244	9.064045	7.506954	4.689114857	3.736111111
2038	2030-2060	HadGEM2-CC365	RCP_8.5	771.2508403	10.10068249	480.50799	0.63677596	7.312476667	3.284242083	7.677778158	13.87761292	23.80824958	5.577129773	4.620103415	8.000896667	6.600231	4.447142857	3.680555556
2039	2030-2060	HadGEM2-CC365	RCP_8.5	746.0886555	10.70015051	484.92724	0.7	7.451443077	3.292162083	7.902329474	15.96391667	27.34913833	7.07763875	5.205176341	10.11737083	8.541272	4.805717143	3.736111111
2040	2030-2060	HadGEM2-CC365	RCP_8.5	659.4742122	11.33798382	489.43545	0.60278689	6.898255641	3.300756667	7.779120526	15.19702194	24.48294625	5.810510227	4.846653415	8.629851667	6.550607	4.808571429	3.694444444
2041	2030-2060	HadGEM2-CC365	RCP_8.5	635.595063	10.76540316	494.03235	0.66945355	6.939175641	3.304421667	7.822120263	16.24615194	25.5382225	6.62970125	5.1411	9.762415	7.42005	5.026900857	3.75
2042	2030-2060	HadGEM2-CC365	RCP_8.5	446.2618697	10.34303068	498.7297	0.7	6.962507436	3.308159167	7.833115789	17.45873861	27.64299083	7.209613295	5.218527317	10.64550875	8.353315	5.097856	3.75
2043	2030-2060	HadGEM2-CC365	RCP_8.5	671.2771534	11.67345723	503.52959	0.7052459	6.962507436	3.308159167	7.833115789	17.45873861	27.64299083	7.209613295	5.218527317	10.64550875	8.353315	5.097856	3.75
2044	2030-2060	HadGEM2-CC365	RCP_8.5	625.7547269	11.56914161	508.43266	0.19322404	4.698743077	3.241757083	6.052164474	11.85482583	17.94916042	3.208944545	2.406949268	4.56195375	3.250701	4.036439143	2.569444444
2045	2030-2060	HadGEM2-CC365	RCP_8.5	740.7131828	10.8692485	513.45614	0.05	4.553904872	3.229520833	5.91543	11.55221833	17.20848875	3.184834432	2.288969756	4.528698333	3.219429	3.344768286	2.513888889
2046	2030-2060	HadGEM2-CC365	RCP_8.5	972.7939076	10.52201197	518.61062	0.82497268	6.993	3.315670833	7.843247895	22.13674625	31.86942083	7.817817955	5.231707317	11.6151825	10.283574	5.261997429	3.75
2047	2030-2060	HadGEM2-CC365	RCP_8.5	842.3105042	9.734538506	523.90006	0.70415301	6.962507436	3.308159167	7.833115789	17.45873861	27.64299083	7.209613295	5.218527317	10.64550875	8.353315	5.097856	3.75
2048	2030-2060	HadGEM2-CC365	RCP_8.5	568.8032038	10.27318447	529.32418	1	7.025613333	3.330650833	7.854449474	31.72774014	38.92692292	7.946294205	5.231707317	11.73736167	11.792367	5.381574857	3.521957037
2049	2030-2060	HadGEM2-CC365	RCP_8.5	1075.232878	11.16727702	534.8752	1	7.025613333	3.330650833	7.854449474	31.72774014	38.92692292	7.946294205	5.231707317	11.73736167	11.792367	5.381574857	3.521957037
2050	2030-2060	HadGEM2-CC365	RCP_8.5	745.4635504	11.11192903	540.54279	0.7	6.145319744	3.226897083	7.127010263	18.69465931	28.01354667	7.157852727	5.187367805	10.45823208	7.835645	5.279033429	3.75
2051	2030-2060	HadGEM2-CC365	RCP_8.5	616.8727941	11.7677932	546.32201	0.71010929	6.145319744	3.226897083	7.127010263	18.69465931	28.01354667	7.157852727	5.187367805	10.45823208	7.835645	5.279033429	3.75
2052	2030-2060	HadGEM2-CC365	RCP_8.5	620.5112395	12.08906487	552.21189	0.7036612	6.145319744	3.226897083	7.127010263	18.69465931	28.01354667	7.157852727	5.187367805	10.45823208	7.835645	5.279033429	3.75
2053	2030-2060	HadGEM2-CC365	RCP_8.5	737.701313	11.95612513	558.2122	0.69934426	6.128347436	3.222784167	7.105726316	17.38362403	25.70767958	6.456705909	4.941839024	9.360505	7.014483	4.994580857	3.736111111
2054	2030-2060	HadGEM2-CC365	RCP_8.5	743.3178046	12.07140281	564.31311	0.42437158	5.372691026	3.19095	5.662259737	13.21331889	19.6290375	3.218932273	2.133322439	4.564025	3.842895	4.462857143	2.75
2055	2030-2060	HadGEM2-CC365	RCP_8.5	700.9605567	11.11743908	570.51669	0.2079235	4.113444103	3.134594167	4.481528947	12.42956417	16.98787125	3.010674432	1.534057317	4.250234583	3.033301	4.553282857	2.638888889
2056	2030-2060	HadGEM2-CC365	RCP_8.5	645.7242122	11.13220924	576.84343	0.77010929	6.157983846	3.231028333	7.150156053	20.38295083	30.50938208	7.567941136	5.230203171	11.19566333	8.703239	5.383227429	3.75
2057	2030-2060	HadGEM2-CC365	RCP_8.5	600.972584	11.31800512	583.30471	0.80415301	6.167012821	3.235164167	7.154749211	23.24177611	32.4220875	7.816554886	5.231707317	11.57891167	9.52261	5.371226571	3.75
2058	2030-2060	HadGEM2-CC365	RCP_8.5	504.2257353	11.46891467	589.90539	0.7	6.145319744	3.226897083	7.127010263	18.69465931	28.01354667	7.157852727	5.187367805	10.45823208	7.835645	5.279033429	3.75
2059	2030-2060	HadGEM2-CC365	RCP_8.5	627.9499475	12.71837789	596.64656	0.6604918	6.128347436	3.222784167	7.105726316	17.38362403	25.70767958	6.456705909	4.941839024	9.360505	7.014483	4.994580857	3.736111111
2060	2060-2090	HadGEM2-CC365	RCP_8.5	581.648792	12.96398058	603.52045	0.05	4.559140513	3.0880825	5.352688947	13.62041	17.57225875	3.095736818	2.871064634	4.423952083	3.017612	3.831503143	2.541666667
2061	2060-2090	HadGEM2-CC365	RCP_8.5	672.6668592	12.71858599	610.5165	0.2963388	5.066768462	3.111017917	5.733238421	14.2037425	19.77715958	3.138267727	3.042465854	4.48109375	3.092856	4.543331714	2.541666667
2062	2060-2090	HadGEM2-CC365	RCP_8.5	531.759979	13.27343533	617.60526	0.05	4.559140513	3.0880825	5.352688947	13.62041	17.57225875	3.095736818	2.871064634	4.423952083	3.017612	3.831503143	2.541666667
2063	2060-2090	HadGEM2-CC365	RCP_8.5	698.0990021	13.14664458	624.76367	0.31464481	5.311690513	3.120654167	5.944321579	14.45962764	21.26016833	3.166433295	3.072710976	4.520849167	3.137535	4.239338	2.583333333
2064	2060-2090	HadGEM2-CC365	RCP_8.5	635.4723739	13.04686171	631.99471	0.05	4.559140513	3.0880825	5.352688947	13.62041	17.57225875	3.095736818	2.871064634	4.423952083	3.017612	3.831503143	2.541666667
2065	2060-2090	HadGEM2-CC365	RCP_8.5	673.7919118	13.74809785	639.29052	0.69825137	6.188885385	3.159094583	6.997379474	18.21911875	27.81486208	6.436198864	5.067496098	9.50385125	6.93845	5.186394857	3.75
2066	2060-2090	HadGEM2-CC365	RCP_8.5	548.1842437	13.43525153	646.65274	0.06978142	4.559140513	3.0880825	5.352688947	13.62041	17.57225875	3.095736818	2.871064634	4.423952083	3.017612	3.831503143	2.541666667
2067	2060-2090	HadGEM2-CC365	RCP_8.5	681.9137605	13.19170666	654.09843	0.53677596	6.018336667	3.1485875	6.64954	15.47573653	26.07759917	3.849365682	3.966371463	5.957872083	4.843916	4.402888286	3.291666667
2068	2060-2090	HadGEM2-CC365	RCP_8.5	840.9008929	13.74989436	661.64491	0.07901639	4.559140513	3.0880825	5.352688947	13.62041	17.57225875	3.095736818	2.871064634	4.423952083	3.017612	3.831503143	2.541666667
2069	2060-2090	HadGEM2-CC365	RCP_8.5	954.9309349	12.83305232	669.30474	0.13071038	4.578067949	3.092104583	5.394693947	13.73121375	17.74144625	3.104065909	2.900817805	4.43486625	3.03287	4.151803714	2.472222222
2070	2060-2090	HadGEM2-CC365	RCP_8.5	752.4414391	12.49794144	677.07762	0.82284153	6.183825641	2.9225375	6.728605789	22.47825611	32.47155833	7.663415455	5.213903659	11.51641292	9.187096	5.468604857	3.75
2071	2060-2090	HadGEM2-CC365	RCP_8.5	776.1044118	13.26652049	684.95429	0.72939891	6.160967179	2.91475	6.713372895	18.52566389	29.29301083	6.895016023	5.20811439	10.1842825	7.51049	5.295887714	3.75
2072	2060-2090	HadGEM2-CC365	RCP_8.5	517.0822479	13.76945708	692.90196	0.69874317	6.14201641	2.910885417	6.669699211	17.31039278	27.61956125	6.248759773	5.135256098	8.998977083	6.712229	5.248571429	3.75
2073	2060-2090	HadGEM2-CC365	RCP_8.5	599.9571954	14.44003839	700.89416	0.69918033	6.14201641	2.910885417	6.669699211	17.31039278	27.61956125	6.248759773	5.135256098	8.998977083	6.712229	5.248571429	3.75
2074	2060-2090	HadGEM2-CC365	RCP_8.5	827.2836134	13.98747134	708.93159	0.20333333	4.885981026	2.86059375	5.545075263	13.46273042	17.89332833	3.014261136	3.197280976	4.304369167	2.96271	4.503043714	2.513888889
2075	2060-2090	HadGEM2-CC365	RCP_8.5	605.9051471	13.31406763	717.01548	0.05	4.537016154	2.846431667	5.311851053	13.21755472	17.59901667	2.9863675	3.137042195	4.265508333	2.893374	3.541677429	2.527777778
2076	2060-2090	HadGEM2-CC365	RCP_8.5	890.9532563	12.7313925	725.13597	0.3947541	5.548354615	2.88308	5.996562895	13.70934042	20.10631875	3.118734091	3.417199756	4.40883125	3.366038	4.224386571	2.5
2077	2060-2090	HadGEM2-CC365	RCP_8.5	739.5054622	13.11148768	733.30667	0.35907104	5.548354615	2.88308	5.996562895	13.70934042	20.10631875	3.118734091	3.417199756	4.40883125	3.366038	4.224386571	2.5
2078	2060-2090	HadGEM2-CC365	RCP_8.5	734.6434349	13.68786229	741.52368	0.7	6.160967179	2.91475	6.713372895	18.52566389	29.29301083	6.895016023	5.20811439	10.1842825	7.51049	5.295887714	3.75
2079	2060-2090	HadGEM2-CC365	RCP_8.5	506.4303046	13.94741951	749.80466	0.7	6.160967179	2.91475	6.713372895	18.52566389	29.29301083	6.895016023	5.20811439	10.1842825	7.51049	5.295887714	3.75
2080	2060-2090	HadGEM2-CC365	RCP_8.5	718.998792	14.84050443	758.1823	0.69737705	5.806172821	3.0601725	5.787142368	16.21137597	24.69177042	6.272070114	5.151750244	9.358972917	6.913462	5.322247143	3.75
2081	2060-2090	HadGEM2-CC365	RCP_8.5	730.9973739	13.78175705	766.64451	0.38677596	5.262266667	3.033177083	4.903931579	13.79702694	18.776055	3.083715	3.716213171	4.533754167	3.504658	4.646296857	2.666666667
2082	2060-2090	HadGEM2-CC365	RCP_8.5	608.8175945	13.84384894	775.17446	0.25420765	4.808938462	3.017454167	4.593833947	13.45496764	17.00634333	2.956932614	3.570898537	4.31456	3.069587	4.737748571	2.625
2083	2060-2090	HadGEM2-CC365	RCP_8.5	809.1480042	14.72548875	783.75141	0.6152459	5.787264359	3.056890417	5.783389737	15.07018639	23.13974875	5.479774091	5.014610976	8.242221667	6.180242	4.965714286	3.722222222
