YEAR	PERIOD	GCM	RCP	PREC	Tavg	CO2	Proration	Corn	SpringWheat	WinterWheat	Alfalfa	1101	Apple	1403	1409	Potatoes	GrapeJuice	Grape
2084	2060-2090	HadGEM2-CC365	RCP_8.5	769.136292	14.52109358	792.36578	0.05	4.209738205	2.993991667	4.274802895	12.64040431	15.98655125	2.897954432	3.367992195	4.221378333	2.945467	4.088974	2.638888889
2085	2060-2090	HadGEM2-CC365	RCP_8.5	804.0616071	14.31123394	801.0188	0.69836066	5.806172821	3.0601725	5.787142368	16.21137597	24.69177042	6.272070114	5.151750244	9.358972917	6.913462	5.322247143	3.75
2086	2060-2090	HadGEM2-CC365	RCP_8.5	868.9917017	13.91126281	809.71464	0.6995082	5.806172821	3.0601725	5.787142368	16.21137597	24.69177042	6.272070114	5.151750244	9.358972917	6.913462	5.322247143	3.75
2087	2060-2090	HadGEM2-CC365	RCP_8.5	976.0411239	13.1716165	818.42214	0.7	5.817542564	3.06251625	5.792929211	17.52863	26.63687167	6.875209205	5.214731707	10.33008375	7.674845	5.309502286	3.75
2088	2060-2090	HadGEM2-CC365	RCP_8.5	692.9198004	13.80567474	827.15719	0.75759563	5.827009487	3.066801667	5.807642632	19.07795514	28.58747625	7.358269432	5.217994634	11.13875958	8.430238	5.352029143	3.75
2089	2060-2090	HadGEM2-CC365	RCP_8.5	829.3484769	14.66073173	835.95594	0.7	5.817542564	3.06251625	5.792929211	17.52863	26.63687167	6.875209205	5.214731707	10.33008375	7.674845	5.309502286	3.75
2030	2030-2060	inmcm4	RCP_4.5	614.7363971	8.483371647	435.04594	0.9740984	8.208646923	3.3366675	7.882722895	29.19510431	39.66458417	7.944029773	5.231707317	11.74512792	13.047913	5.350004	3.465965556
2031	2030-2060	inmcm4	RCP_4.5	788.7767857	8.106385806	437.58886	0.7962295	8.208646923	3.3366675	7.882722895	29.19510431	39.66458417	7.944029773	5.231707317	11.74512792	13.047913	5.350004	3.465965556
2032	2030-2060	inmcm4	RCP_4.5	576.3349265	8.517848705	440.13137	0.8977049	8.217574615	3.340663333	7.886316842	29.75141944	39.70700792	7.944962614	5.231707317	11.74609792	13.119255	5.332792	3.457465185
2033	2030-2060	inmcm4	RCP_4.5	712.8404412	8.840453379	442.66419	0.894918	8.096317436	3.312745	7.834426053	15.89609472	25.31345125	6.387527386	5.129471707	9.150031667	7.911485	4.870413429	3.736111111
2034	2030-2060	inmcm4	RCP_4.5	642.46875	9.221412628	445.20699	0.9250273	6.550622821	3.280360833	6.249068158	13.02008167	18.86742833	3.401658182	2.615506341	4.761391667	3.572249	3.912857143	2.854841852
2035	2030-2060	inmcm4	RCP_4.5	846.507563	8.401049068	447.76978	0.714918	4.924071538	3.227467917	5.357898947	11.57208347	16.98267083	3.245426818	2.264274878	4.58323875	3.346951	3.204815714	2.632611111
2036	2030-2060	inmcm4	RCP_4.5	795.7185399	8.634316796	450.35539	0.8177049	4.924071538	3.227467917	5.357898947	11.57208347	16.98267083	3.245426818	2.264274878	4.58323875	3.346951	3.204815714	2.632611111
2037	2030-2060	inmcm4	RCP_4.5	643.902416	9.436451076	452.96337	1	8.096317436	3.312745	7.834426053	15.89609472	25.31345125	6.387527386	5.129471707	9.150031667	7.911485	4.870413429	3.736111111
2038	2030-2060	inmcm4	RCP_4.5	665.0522584	9.202861863	455.58649	0.9581967	8.129811282	3.316725833	7.853613684	16.98949264	27.71864583	7.011413182	5.224608293	10.11000417	9.086122	5.04513	3.736111111
2039	2030-2060	inmcm4	RCP_4.5	759.5877626	8.521927507	458.2152	0.6903825	8.156504103	3.32072125	7.868773421	18.28309278	29.911595	7.496166136	5.229516829	10.94235708	10.259339	5.023071429	3.75
2040	2030-2060	inmcm4	RCP_4.5	729.3141807	8.597962041	460.84499	0.8086339	7.621764872	3.217297083	7.423290263	14.91103333	25.56473625	6.318825682	5.138120244	8.916520417	7.570117	4.887193143	3.736111111
2041	2030-2060	inmcm4	RCP_4.5	751.8723739	9.002779095	463.47549	0.7	7.547185641	3.21301375	7.38769	13.95610931	23.8668175	5.490783864	4.82716439	7.77298125	6.603137	4.651428571	3.694444444
2042	2030-2060	inmcm4	RCP_4.5	545.5158613	9.517023857	466.09336	1	7.712398718	3.234605833	7.466274474	22.56382222	35.62193	7.875436818	5.231707317	11.7079725	11.621916	5.330437429	3.75
2043	2030-2060	inmcm4	RCP_4.5	772.0271534	9.115359388	468.67807	0.8005464	4.654284615	3.125541667	5.215521579	11.04929306	17.84145167	3.133730227	1.958187317	4.4702475	3.204587	3.551428571	2.563135556
2044	2030-2060	inmcm4	RCP_4.5	767.6549895	8.478947944	471.23389	0.6985792	7.740197949	3.247637917	7.477429474	29.58104625	39.16827542	7.926355909	5.231707317	11.75627917	12.552602	5.291829429	3.473558889
2045	2030-2060	inmcm4	RCP_4.5	536.1847164	8.8807064	473.78031	0.9966667	7.621764872	3.217297083	7.423290263	14.91103333	25.56473625	6.318825682	5.138120244	8.916520417	7.570117	4.887193143	3.736111111
2046	2030-2060	inmcm4	RCP_4.5	723.8721113	8.340712847	476.32819	1	7.657235385	3.21953625	7.442031053	15.98852986	28.09663958	7.005128636	5.222616098	10.04594208	8.625102	4.997326857	3.75
2047	2030-2060	inmcm4	RCP_4.5	729.7817227	8.597781944	478.88085	0.8877049	7.657235385	3.21953625	7.442031053	15.98852986	28.09663958	7.005128636	5.222616098	10.04594208	8.625102	4.997326857	3.75
2048	2030-2060	inmcm4	RCP_4.5	679.8859244	8.491384287	481.43826	0.972459	7.682686667	3.225927917	7.458835526	17.21382833	30.37534375	7.481006591	5.231707317	11.02580083	9.73912	5.124392571	3.75
2049	2030-2060	inmcm4	RCP_4.5	823.533666	8.259397951	483.99308	1	7.621764872	3.217297083	7.423290263	14.91103333	25.56473625	6.318825682	5.138120244	8.916520417	7.570117	4.887193143	3.736111111
2050	2030-2060	inmcm4	RCP_4.5	730.060084	7.924255727	486.53532	0.998306	6.276412821	3.026895	5.763328947	14.86752153	24.21914167	3.422132614	3.292728537	4.9841625	3.715828	4.195714286	2.805555556
2051	2030-2060	inmcm4	RCP_4.5	667.4652836	7.995557327	489.06035	0.9997814	6.944570513	3.048601667	6.811778684	19.90371778	30.32929333	7.183512045	5.22058561	10.25933792	8.164134	5.154601429	3.75
2052	2030-2060	inmcm4	RCP_4.5	623.1198004	9.692227493	491.53558	1	6.944570513	3.048601667	6.811778684	19.90371778	30.32929333	7.183512045	5.22058561	10.25933792	8.164134	5.154601429	3.75
2053	2030-2060	inmcm4	RCP_4.5	600.9016282	8.590650627	493.93186	0.9763934	7.010016154	3.069953333	6.842056579	34.00080125	38.87286792	7.945272045	5.231707317	11.75918542	11.586754	5.266640857	3.432063704
2054	2030-2060	inmcm4	RCP_4.5	689.6898634	8.956707926	496.24365	0.7	6.963038718	3.05215125	6.830785	21.40740472	32.12727	7.60578	5.231707317	11.15014333	9.164708	5.303927429	3.75
2055	2030-2060	inmcm4	RCP_4.5	562.8402836	9.545661103	498.47436	0.5456831	6.81297	3.038052083	6.590207105	16.63436389	26.59518667	4.731553864	4.648174878	6.838645417	5.553317	4.604285714	3.638888889
2056	2030-2060	inmcm4	RCP_4.5	656.224895	8.981115741	500.64502	0.6997268	6.882311538	3.041547917	6.697443684	17.46456819	27.28035458	5.70655625	5.02593	8.119985417	6.336713	4.714285714	3.736111111
2057	2030-2060	inmcm4	RCP_4.5	899.5455357	9.36644886	502.76788	0.7084699	6.944570513	3.048601667	6.811778684	19.90371778	30.32929333	7.183512045	5.22058561	10.25933792	8.164134	5.154601429	3.75
2058	2030-2060	inmcm4	RCP_4.5	732.8582983	8.698482128	504.84729	0.7459016	6.963038718	3.05215125	6.830785	21.40740472	32.12727	7.60578	5.231707317	11.15014333	9.164708	5.303927429	3.75
2059	2030-2060	inmcm4	RCP_4.5	688.3471113	8.748075083	506.88408	0.832623	6.276412821	3.026895	5.763328947	14.86752153	24.21914167	3.422132614	3.292728537	4.9841625	3.715828	4.195714286	2.805555556
2060	2060-2090	inmcm4	RCP_4.5	936.0335084	8.712146359	508.87135	1	5.477558974	2.878323333	5.688588947	12.22963306	16.32850958	2.885289773	2.935627317	4.22847375	3.053632	4.052554286	2.430555556
2061	2060-2090	inmcm4	RCP_4.5	762.5169643	9.026888655	510.79905	0.8053005	6.572055897	2.908661667	6.089127895	16.05937153	23.95694875	6.127352955	5.179813659	9.0171475	6.961975	4.997649429	3.75
2062	2060-2090	inmcm4	RCP_4.5	590.2245798	8.861576177	512.64717	0.7372131	6.652181026	2.928392917	6.127220789	30.93872472	34.18474292	7.810112045	5.231707317	11.69774125	11.08538	5.331408286	3.502153333
2063	2060-2090	inmcm4	RCP_4.5	710.5033088	9.620436888	514.40151	1	6.594927179	2.911077917	6.121773947	17.34362056	25.53040125	6.850728523	5.227511463	10.09860583	7.844728	5.141108571	3.75
2064	2060-2090	inmcm4	RCP_4.5	545.5816702	9.338954028	516.06461	0.6995628	6.594927179	2.911077917	6.121773947	17.34362056	25.53040125	6.850728523	5.227511463	10.09860583	7.844728	5.141108571	3.75
2065	2060-2090	inmcm4	RCP_4.5	495.1366071	9.486266289	517.62854	0.9657923	6.594927179	2.911077917	6.121773947	17.34362056	25.53040125	6.850728523	5.227511463	10.09860583	7.844728	5.141108571	3.75
2066	2060-2090	inmcm4	RCP_4.5	816.8112395	9.28866824	519.09606	0.7	6.477151538	2.901867917	6.080717368	14.09093903	21.76356458	4.243037386	4.630759268	6.35353625	5.377145	4.525714286	3.638888889
2067	2060-2090	inmcm4	RCP_4.5	886.7541492	8.934992661	520.48828	0.274153	6.211634872	2.895137083	6.082744737	12.62489972	20.4420375	3.210069432	3.64499561	4.70653625	4.145005	4.054285714	2.930555556
2068	2060-2090	inmcm4	RCP_4.5	406.0767857	8.796568914	521.81772	0.4036066	6.644176667	2.9259275	6.126094474	26.76158806	33.7354625	7.805793977	5.231707317	11.69495	10.91462	5.381893714	3.75
2069	2060-2090	inmcm4	RCP_4.5	680.3029412	8.991812306	523.08871	0.9889071	6.572055897	2.908661667	6.089127895	16.05937153	23.95694875	6.127352955	5.179813659	9.0171475	6.961975	4.997649429	3.75
2070	2060-2090	inmcm4	RCP_4.5	748.6276261	9.28354383	524.30217	0.7188525	6.118874359	2.808695417	5.951139211	16.93777931	27.96517458	6.656120682	5.222784634	9.627975	7.581981	5.327181429	3.75
2071	2060-2090	inmcm4	RCP_4.5	727.6282038	9.83524669	525.45089	0.7009836	4.293778974	2.742144167	5.181943947	11.07560931	14.89320458	2.640517955	3.011859756	3.780189167	2.877434	3.886233429	2.416666667
2072	2060-2090	inmcm4	RCP_4.5	713.2982143	10.08437207	526.50901	0.6608197	6.118874359	2.808695417	5.951139211	16.93777931	27.96517458	6.656120682	5.222784634	9.627975	7.581981	5.327181429	3.75
2073	2060-2090	inmcm4	RCP_4.5	696.7714286	8.983334321	527.45707	1	6.118874359	2.808695417	5.951139211	16.93777931	27.96517458	6.656120682	5.222784634	9.627975	7.581981	5.327181429	3.75
2074	2060-2090	inmcm4	RCP_4.5	717.6076681	9.218700846	528.29593	0.6522404	6.118874359	2.808695417	5.951139211	16.93777931	27.96517458	6.656120682	5.222784634	9.627975	7.581981	5.327181429	3.75
2075	2060-2090	inmcm4	RCP_4.5	548.8431723	9.528656815	529.02718	0.8114208	4.313941795	2.746545833	5.192429474	11.18284611	15.070655	2.649735114	3.031830732	3.794421667	2.891537	4.187725714	2.611111111
2076	2060-2090	inmcm4	RCP_4.5	646.6423319	9.249902449	529.64253	0.7053552	6.103446154	2.80518625	5.951617368	15.66295542	26.72059083	5.923975795	5.179349756	8.5622725	6.766754	5.06	3.75
2077	2060-2090	inmcm4	RCP_4.5	768.8541492	9.339420456	530.14419	0.9213115	5.216508974	2.771165833	5.823087368	11.90735361	18.26517542	2.710337273	3.231403902	3.883066667	3.021985	4.380344857	2.541666667
2078	2060-2090	inmcm4	RCP_4.5	754.8027311	9.1983313	530.55341	0.7	6.118874359	2.808695417	5.951139211	16.93777931	27.96517458	6.656120682	5.222784634	9.627975	7.581981	5.327181429	3.75
2079	2060-2090	inmcm4	RCP_4.5	609.7391282	9.12347738	530.88313	0.680929	6.078866923	2.801704583	5.920618421	14.55379694	25.62847417	5.056219545	5.015330976	7.327365833	6.011839	5.06	3.736111111
2080	2060-2090	inmcm4	RCP_4.5	810.2051996	9.341507755	531.13797	0.7244809	3.603110513	2.425132917	3.279592368	10.25306194	13.26982083	2.6232525	1.755695366	3.765560833	2.512249	3.698244857	2.569444444
2081	2060-2090	inmcm4	RCP_4.5	573.7088235	8.950539657	531.31935	1	5.676886923	2.47881375	5.289225789	14.75164958	22.93933167	5.843464659	4.873897805	8.323020833	6.19838	5.109848	3.75
2082	2060-2090	inmcm4	RCP_4.5	679.6434349	8.869076724	531.48991	0.9461749	5.691798205	2.481632917	5.312934211	16.11905042	25.01941167	6.630869545	5.104115366	9.535051667	6.972217	5.202934	3.75
2083	2060-2090	inmcm4	RCP_4.5	942.0941702	9.281973265	531.70213	0.6880328	5.691798205	2.481632917	5.312934211	16.11905042	25.01941167	6.630869545	5.104115366	9.535051667	6.972217	5.202934	3.75
2084	2060-2090	inmcm4	RCP_4.5	574.9366597	9.434503576	531.94208	0.7479235	5.492326154	2.470462083	5.164840789	11.77337125	18.43573708	3.311239773	3.155979756	4.866246667	4.302065	4.274285714	3.333333333
2085	2060-2090	inmcm4	RCP_4.5	582.7871849	9.33272574	532.20472	0.8360109	3.603110513	2.425132917	3.279592368	10.25306194	13.26982083	2.6232525	1.755695366	3.765560833	2.512249	3.698244857	2.569444444
2086	2060-2090	inmcm4	RCP_4.5	710.6141282	9.608124381	532.48672	1	3.603110513	2.425132917	3.279592368	10.25306194	13.26982083	2.6232525	1.755695366	3.765560833	2.512249	3.698244857	2.569444444
2087	2060-2090	inmcm4	RCP_4.5	753.8852416	9.186566047	532.77553	0.6665027	5.312913333	2.467672083	4.959020789	10.97309472	15.86904333	2.985793068	2.686858049	4.32764	3.796324	4.337142857	3.152777778
2088	2060-2090	inmcm4	RCP_4.5	681.5752101	8.363743485	533.06978	0.7	4.814023333	2.456317083	4.452404211	11.00916444	13.35661125	2.761877159	2.135034878	3.891779167	2.889515	4.195680286	2.597222222
2089	2060-2090	inmcm4	RCP_4.5	784.8710084	8.998681219	533.38792	0.7	5.079141795	2.46340125	4.732958158	10.68152472	14.31496833	2.845541591	2.371202927	4.038559583	3.315586	4.258571429	2.75
2030	2030-2060	inmcm4	RCP_8.5	510.5954307	9.33153675	448.83485	0.7535519	8.201752821	3.769248333	8.425933947	14.42833333	28.97288542	6.929579886	5.177740488	9.647068333	9.115989	4.715007143	3.722222222
2031	2030-2060	inmcm4	RCP_8.5	669.2484769	9.452921003	452.47359	0.4942623	8.225374103	3.77310875	8.437998684	15.75295014	31.17691333	7.424858977	5.221479268	10.5966175	10.294508	4.793898286	3.75
2032	2030-2060	inmcm4	RCP_8.5	669.3890756	8.882945998	456.177	0.7074317	8.146182564	3.765385417	8.313719737	13.55651764	26.0454325	6.325622955	5.083496585	8.613334583	8.019874	4.463055429	3.676654074
2033	2030-2060	inmcm4	RCP_8.5	899.7096639	8.634962789	459.96398	0.4671585	8.260724103	3.784660833	8.452965789	21.32309764	38.3905675	7.89248375	5.231707317	11.66219625	12.823383	5.413070571	3.733948889
2034	2030-2060	inmcm4	RCP_8.5	844.8784139	9.32440152	463.85181	0.7001093	8.201752821	3.769248333	8.425933947	14.42833333	28.97288542	6.929579886	5.177740488	9.647068333	9.115989	4.715007143	3.722222222
2035	2030-2060	inmcm4	RCP_8.5	551.7571429	8.920459134	467.85003	1	6.489509487	3.716211667	6.764860526	11.38201278	18.31888792	3.413553636	2.990942439	4.79180375	3.804815	3.614285714	2.823166667
2036	2030-2060	inmcm4	RCP_8.5	795.9992122	9.69084157	471.96047	1	8.201752821	3.769248333	8.425933947	14.42833333	28.97288542	6.929579886	5.177740488	9.647068333	9.115989	4.715007143	3.722222222
2037	2030-2060	inmcm4	RCP_8.5	837.0976891	8.0563591	476.18237	1	8.251958462	3.78082	8.450052632	19.76097847	35.88654	7.85492	5.231707317	11.6056025	12.191808	5.347512286	3.75
2038	2030-2060	inmcm4	RCP_8.5	712.342542	8.779420312	480.50799	1	8.241141282	3.77696625	8.444677632	18.22468528	33.20669792	7.728412386	5.231707317	11.33950833	11.366998	5.072286857	3.75
2039	2030-2060	inmcm4	RCP_8.5	647.779937	9.514066248	484.92724	0.7854098	8.260724103	3.784660833	8.452965789	21.32309764	38.3905675	7.89248375	5.231707317	11.66219625	12.823383	5.413070571	3.733948889
2040	2030-2060	inmcm4	RCP_8.5	801.2781513	9.231436407	489.43545	0.996776	5.906518462	3.46767625	5.530142895	8.958703056	14.16342792	3.166715227	1.738476341	4.445724583	3.871971	3.780763714	3.10413963
2041	2030-2060	inmcm4	RCP_8.5	487.3757353	8.306511972	494.03235	1	8.281435385	3.530949583	7.635306842	11.30040194	21.47336667	6.120796023	4.967307073	8.391194583	8.208337	4.477549143	3.722222222
2042	2030-2060	inmcm4	RCP_8.5	597.4191176	8.77773869	498.7297	1	8.281435385	3.530949583	7.635306842	11.30040194	21.47336667	6.120796023	4.967307073	8.391194583	8.208337	4.477549143	3.722222222
2043	2030-2060	inmcm4	RCP_8.5	741.8484769	8.689202112	503.52959	0.9554098	8.373480513	3.534917083	7.657381842	12.16511236	24.06508375	6.772206364	5.188502439	9.415114167	9.303543	4.713483429	3.736111111
2044	2030-2060	inmcm4	RCP_8.5	613.0925945	8.824757485	508.43266	0.1957923	8.470487949	3.5585025	7.701628158	24.46071375	39.42087708	7.842104545	5.231707317	11.60495792	13.314749	5.260125143	3.559978148
2045	2030-2060	inmcm4	RCP_8.5	671.5880252	9.577044521	513.45614	0.7069399	8.281435385	3.530949583	7.635306842	11.30040194	21.47336667	6.120796023	4.967307073	8.391194583	8.208337	4.477549143	3.722222222
2046	2030-2060	inmcm4	RCP_8.5	631.1206933	8.42586946	518.61062	0.9479235	8.281435385	3.530949583	7.635306842	11.30040194	21.47336667	6.120796023	4.967307073	8.391194583	8.208337	4.477549143	3.722222222
2047	2030-2060	inmcm4	RCP_8.5	619.578834	8.912254115	523.90006	0.9805464	8.373480513	3.534917083	7.657381842	12.16511236	24.06508375	6.772206364	5.188502439	9.415114167	9.303543	4.713483429	3.736111111
2048	2030-2060	inmcm4	RCP_8.5	774.9496849	8.248596455	529.32418	0.9277596	8.281435385	3.530949583	7.635306842	11.30040194	21.47336667	6.120796023	4.967307073	8.391194583	8.208337	4.477549143	3.722222222
2049	2030-2060	inmcm4	RCP_8.5	479.1246849	8.776343156	534.8752	0.6989617	8.451998205	3.550737917	7.693052105	19.66056389	34.36911542	7.832186136	5.231707317	11.58155083	13.027781	5.383492286	3.729490741
2050	2030-2060	inmcm4	RCP_8.5	609.367542	9.497173132	540.54279	0.9321858	6.669963846	3.67725375	6.436315526	12.60207806	20.86996375	3.741267386	3.170862439	5.506214583	4.659852	4.447142857	3.083333333
2051	2030-2060	inmcm4	RCP_8.5	454.4282563	8.972192328	546.32201	0.6789617	7.413604872	3.705334583	7.330678158	14.50549556	25.04004792	5.759362727	4.782214878	8.038269583	6.778294	4.557142857	3.625
2052	2030-2060	inmcm4	RCP_8.5	607.6551471	9.661773373	552.21189	0.6884153	7.624147179	3.7133525	7.939837632	16.35503403	29.182075	7.090215227	5.158252195	10.10815208	8.653245	4.981701714	3.722222222
2053	2030-2060	inmcm4	RCP_8.5	864.7050945	9.287508173	558.2122	0.6278142	7.209491026	3.700861667	6.941950789	13.759785	23.25406625	4.860166705	4.271848537	7.021102917	5.996278	4.541428571	3.305555556
2054	2030-2060	inmcm4	RCP_8.5	723.3285189	9.383689162	564.31311	0.39	6.669963846	3.67725375	6.436315526	12.60207806	20.86996375	3.741267386	3.170862439	5.506214583	4.659852	4.447142857	3.083333333
2055	2030-2060	inmcm4	RCP_8.5	559.905042	9.338885288	570.51669	0.5016393	4.73625	3.492550833	5.724772632	11.90889556	18.54848	3.238442614	2.535086341	4.643895417	3.431123	2.762381429	2.819444444
2056	2030-2060	inmcm4	RCP_8.5	945.5334559	9.860882123	576.84343	0.7086339	5.345317179	3.557671667	5.893394737	12.641255	19.22358583	3.285669773	2.611687317	4.718033333	3.501081	3.376373143	3.027777778
2057	2030-2060	inmcm4	RCP_8.5	777.003729	9.141533182	583.30471	0.6986339	6.945789744	3.691803333	6.595138421	13.18018611	21.81938292	4.103711705	3.536362683	6.073575417	5.296372	4.274285714	3.125
2058	2030-2060	inmcm4	RCP_8.5	742.2530987	8.824449522	589.90539	0.4670492	7.624147179	3.7133525	7.939837632	16.35503403	29.182075	7.090215227	5.158252195	10.10815208	8.653245	4.981701714	3.722222222
2059	2030-2060	inmcm4	RCP_8.5	751.7537815	9.666657074	596.64656	0.9753552	7.413604872	3.705334583	7.330678158	14.50549556	25.04004792	5.759362727	4.782214878	8.038269583	6.778294	4.557142857	3.625
2060	2060-2090	inmcm4	RCP_8.5	597.1497374	10.03317847	603.52045	0.6986339	6.531335128	3.276911667	7.472648947	12.05175931	21.42060833	4.244091477	4.153050244	6.11891125	5.480047	4.572857143	3.361111111
2061	2060-2090	inmcm4	RCP_8.5	754.8962185	11.06308688	610.5165	0.7687978	5.693729744	3.261734167	6.294601316	10.91574	19.17634542	3.104640455	2.635250244	4.404916667	3.757225	3.93902	3.092898889
2062	2060-2090	inmcm4	RCP_8.5	726.7997374	9.967739237	617.60526	0.7	6.858831538	3.2874475	7.746688684	15.05705611	26.15553542	6.794483182	5.195322683	9.591098333	7.956188	5.095327714	3.75
2063	2060-2090	inmcm4	RCP_8.5	720.0004727	9.045237539	624.76367	0.8719672	5.693729744	3.261734167	6.294601316	10.91574	19.17634542	3.104640455	2.635250244	4.404916667	3.757225	3.93902	3.092898889
2064	2060-2090	inmcm4	RCP_8.5	591.1523109	9.310227849	631.99471	0.9955191	4.022682308	3.17825375	5.066832368	10.02116458	15.80078333	2.849351023	2.109154146	4.043630417	3.12265	3.090720571	2.674213333
2065	2060-2090	inmcm4	RCP_8.5	703.5953782	10.36800035	639.29052	0.6981421	4.121754872	3.192395833	5.172473684	10.38478917	16.93799917	2.875247614	2.155373171	4.069685833	3.155266	3.226718857	2.688478889
2066	2060-2090	inmcm4	RCP_8.5	693.8725315	9.899994158	646.65274	0.7085246	6.858831538	3.2874475	7.746688684	15.05705611	26.15553542	6.794483182	5.195322683	9.591098333	7.956188	5.095327714	3.75
2067	2060-2090	inmcm4	RCP_8.5	558.8628151	9.413479567	654.09843	0.7189617	5.996596923	3.268644167	6.664752895	10.92733792	19.88603208	3.261775568	2.949567317	4.6969775	4.272476	4.191402571	3.136992222
2068	2060-2090	inmcm4	RCP_8.5	638.1741597	9.664596708	661.64491	0.8706011	6.276463077	3.27345125	7.066197368	11.41567069	20.44095	3.552995227	3.421338293	5.195427083	4.843806	4.148455714	3.109935556
2069	2060-2090	inmcm4	RCP_8.5	839.4740021	10.75222387	669.30474	0.6510383	6.71383359	3.28040625	7.715937368	12.91372431	22.48044833	5.153227727	4.711146341	7.258070417	6.193855	4.604285714	3.694444444
2070	2060-2090	inmcm4	RCP_8.5	784.1886555	10.33947916	677.07762	0.3697814	7.069156154	3.51371125	7.869533158	18.28137417	28.81762375	6.574327614	5.199859756	9.161030417	7.666577	4.965759429	3.75
2071	2060-2090	inmcm4	RCP_8.5	698.291229	10.89013359	684.95429	0.8796721	6.856435128	3.50447875	7.647372632	15.72574694	25.35815917	4.102254545	4.307934878	5.902497083	5.408156	4.462857143	3.347222222
2072	2060-2090	inmcm4	RCP_8.5	771.9157563	10.55412468	692.90196	0.9346995	7.069156154	3.51371125	7.869533158	18.28137417	28.81762375	6.574327614	5.199859756	9.161030417	7.666577	4.965759429	3.75
2073	2060-2090	inmcm4	RCP_8.5	755.4540966	9.962299442	700.89416	0.7	6.301548462	3.489322917	6.895061053	15.35926972	23.23587	3.490315	3.585010488	4.874264583	3.80945	4.054285714	2.833333333
2074	2060-2090	inmcm4	RCP_8.5	556.4957983	10.52955828	708.93159	0.7	7.069156154	3.51371125	7.869533158	18.28137417	28.81762375	6.574327614	5.199859756	9.161030417	7.666577	4.965759429	3.75
2075	2060-2090	inmcm4	RCP_8.5	794.4152311	10.27051563	717.01548	0.8279781	6.039648462	3.480051667	6.691631316	15.29300153	22.09509417	3.389506591	3.47009878	4.747170417	3.595237	3.771428571	2.763888889
2076	2060-2090	inmcm4	RCP_8.5	809.3545168	9.97230461	725.13597	0.7081967	6.856435128	3.50447875	7.647372632	15.72574694	25.35815917	4.102254545	4.307934878	5.902497083	5.408156	4.462857143	3.347222222
2077	2060-2090	inmcm4	RCP_8.5	811.757563	10.90585628	733.30667	0.5297814	7.069156154	3.51371125	7.869533158	18.28137417	28.81762375	6.574327614	5.199859756	9.161030417	7.666577	4.965759429	3.75
2078	2060-2090	inmcm4	RCP_8.5	774.0731092	11.29778456	741.52368	0.6280328	7.08901359	3.51713125	7.875417105	19.48611181	30.7007275	7.155737614	5.229085366	10.18158542	8.577298	5.224792	3.75
2079	2060-2090	inmcm4	RCP_8.5	933.5609244	10.68927141	749.80466	0.7032787	5.506111282	3.45885375	6.356068684	14.79663889	21.24141375	3.311002045	3.372996829	4.646517917	3.486922	3.457142857	2.652777778
2080	2060-2090	inmcm4	RCP_8.5	599.6227416	10.22484574	758.1823	0.6980874	6.947835385	3.428165833	7.533724211	18.4478525	28.4031325	6.597756477	5.134295854	9.46525	7.256929	5.232896	3.75
2081	2060-2090	inmcm4	RCP_8.5	936.2043592	11.10514663	766.64451	0.6728415	4.776868718	3.331142917	5.331424211	12.96757847	18.27769417	3.132486818	2.656540976	4.455944583	3.394596	2.658106	2.718382963
2082	2060-2090	inmcm4	RCP_8.5	768.1096639	10.74326151	775.17446	0.7	6.186907179	3.3969375	6.738866842	14.94464514	24.09771958	3.39082	3.265724878	4.803687083	3.992018	3.911329714	2.802419259
2083	2060-2090	inmcm4	RCP_8.5	793.4473739	11.27841942	783.75141	0.7018579	4.776868718	3.331142917	5.331424211	12.96757847	18.27769417	3.132486818	2.656540976	4.455944583	3.394596	2.658106	2.718382963
2084	2060-2090	inmcm4	RCP_8.5	771.8181723	10.58295745	792.36578	0.6995628	4.776868718	3.331142917	5.331424211	12.96757847	18.27769417	3.132486818	2.656540976	4.455944583	3.394596	2.658106	2.718382963
2085	2060-2090	inmcm4	RCP_8.5	454.9413866	11.08381907	801.0188	0.8519126	6.585672308	3.416120833	7.254816053	15.57947667	25.90380333	3.840109091	3.834549756	5.791222917	5.05732	4.321428571	3.220706296
2086	2060-2090	inmcm4	RCP_8.5	783.3988971	11.64895813	809.71464	0.855847	5.926130256	3.384483333	6.501443684	14.86034056	23.2990475	3.288684318	3.048282439	4.633246667	3.634504	3.830062571	2.830861852
2087	2060-2090	inmcm4	RCP_8.5	756.9978992	11.01230183	818.42214	0.5575956	4.776868718	3.331142917	5.331424211	12.96757847	18.27769417	3.132486818	2.656540976	4.455944583	3.394596	2.658106	2.718382963
2088	2060-2090	inmcm4	RCP_8.5	795.7408613	10.90606368	827.15719	0.2703279	4.776868718	3.331142917	5.331424211	12.96757847	18.27769417	3.132486818	2.656540976	4.455944583	3.394596	2.658106	2.718382963
2089	2060-2090	inmcm4	RCP_8.5	675.1009979	11.54376361	835.95594	0.6997268	6.186907179	3.3969375	6.738866842	14.94464514	24.09771958	3.39082	3.265724878	4.803687083	3.992018	3.911329714	2.802419259
2030	2030-2060	HadGEM2-ES365	RCP_4.5	681.0515231	8.91269817	435.04594	0.97661202	8.831281538	3.23413625	7.718611316	24.29478458	36.95584208	7.820460795	5.231707317	11.32441375	13.601656	5.359853143	3.51367
